"","State","County","Year","NO2.AQI_mean","O3.AQI_mean","SO2.AQI_mean","CO.AQI_mean"
"67","California","Contra Costa",2003,20.4938590820944,31.1170006464124,6.52941176470588,6.95281189398836
"68","California","Contra Costa",2004,19.239806496199,28.5839668279198,6.04284727021424,6.74153420870767
"69","California","Contra Costa",2005,18.2978723404255,28.378860672615,6.36238846945779,5.55250514756349
"70","California","Contra Costa",2006,19.0061643835616,31.9150684931507,6.69931506849315,5.72534246575342
"71","California","Contra Costa",2007,18.0823610157859,29.8002745367193,5.65271105010295,4.8984214138641
"72","California","Contra Costa",2008,17.6005509641873,31.767217630854,4.4965564738292,4.32782369146005
"73","California","Contra Costa",2009,15.1881188118812,31.5061881188119,2.86757425742574,4.01485148514851
"74","California","Contra Costa",2010,13.6118769883351,29.304347826087,2.74337221633086,4.25556733828208
"75","California","Contra Costa",2011,15.0384615384615,28.4166666666667,2.94871794871795,4.6043956043956
"76","California","Contra Costa",2012,14.8648401826484,31.1735159817352,1.89771689497717,4.32602739726027
"77","California","Contra Costa",2013,16.3597621407334,29.6184340931615,1.24380574826561,4.52725470763132
"78","California","Contra Costa",2014,13.5279560036664,32.7928505957837,1.77268560953254,4.81851512373969
"79","California","Contra Costa",2015,13.4494485294118,33.7775735294118,1.57444852941176,5.27205882352941
"80","California","Contra Costa",2016,13.6897506925208,31.7340720221607,1.6398891966759,5.34349030470914
"81","California","Fresno",2003,27.3065693430657,56.4355231143552,3.74939172749392,9.2043795620438
"82","California","Fresno",2007,27.7722772277228,54.960396039604,2.24422442244224,4.32013201320132
"83","California","Fresno",2008,28.0236220472441,62.2755905511811,2.46456692913386,6.61942257217848
"84","California","Fresno",2009,26.5397260273973,52.2821917808219,3.42465753424658,6.55068493150685
"85","California","Fresno",2010,24.758064516129,48.4059139784946,1.97311827956989,5.48118279569892
"86","California","Fresno",2011,19.8650088809947,51.8614564831261,1.98934280639432,4.18294849023091
"87","California","Fresno",2012,23.2781456953642,53.7384105960265,1.24834437086093,6.54304635761589
"88","California","Fresno",2013,23.65,44.7555555555556,0.877777777777778,7.325
"89","California","Fresno",2014,23.0576923076923,57.5302197802198,0.93956043956044,6.1510989010989
"90","California","Fresno",2015,19.1556195965418,53.8789625360231,1.11527377521614,5.62824207492795
"91","California","Fresno",2016,27.7068965517241,27.7586206896552,0,9.05172413793103
"92","California","Humboldt",2006,13.5625,23.1875,2.25,8
"93","California","Humboldt",2007,8.00829875518672,24.4439834024896,0.531120331950207,4.38174273858921
"94","California","Humboldt",2008,8.7683615819209,24.2372881355932,0.57909604519774,4.96045197740113
"95","California","Humboldt",2009,8.10803324099723,23.9418282548476,0.686980609418283,4.44598337950139
"96","California","Humboldt",2010,7.01923076923077,25.1923076923077,1.38736263736264,3.38186813186813
"97","California","Humboldt",2011,5.94209354120267,24.1670378619154,0.238307349665924,4.75501113585746
"98","California","Humboldt",2012,3.63297045101089,25.6500777604977,0.0419906687402799,3.72628304821151
"99","California","Humboldt",2013,4.44606413994169,23.698250728863,0.0233236151603499,3.66763848396501
"100","California","Humboldt",2014,3.94225352112676,25.6535211267606,0.104225352112676,3.52676056338028
"101","California","Humboldt",2015,4.52153110047847,27.237639553429,0.0303030303030303,4.10685805422648
"102","California","Humboldt",2016,4.68681318681319,30.6593406593407,0.307692307692308,3.52747252747253
"103","California","Imperial",2000,43.3290734824281,42.4185303514377,7.71884984025559,26.4153354632588
"104","California","Imperial",2001,35.6789297658863,46.7692307692308,0.782608695652174,20.304347826087
"105","California","Imperial",2002,31.159217877095,32.536312849162,0.159217877094972,22.2262569832402
"106","California","Imperial",2003,22.4777777777778,26.3972222222222,0.05,16.825
"107","California","Imperial",2004,32.9672131147541,35.7595628415301,0.191256830601093,15.7103825136612
"108","California","Imperial",2005,33.1789772727273,38.375,0.0909090909090909,13.78125
"109","California","Imperial",2006,32.6961325966851,33.1850828729282,4.15193370165746,13.2486187845304
"110","California","Imperial",2007,32.218836565097,40.2686980609418,3.68698060941828,14.2963988919668
"111","California","Imperial",2008,33.2952646239554,43.4122562674095,3.10863509749304,14.3175487465181
"112","California","Imperial",2009,31.7777777777778,38.6916666666667,2.89166666666667,15.6805555555556
"113","California","Imperial",2010,29.6187683284457,36.9325513196481,2.3900293255132,13.7448680351906
"114","California","Imperial",2011,30.6526946107784,35.6916167664671,2.21556886227545,14.7544910179641
"115","California","Imperial",2012,31.4141104294479,40.6165644171779,2.44171779141104,10.0245398773006
"116","California","Imperial",2013,30.3948126801153,50.700288184438,2.60518731988473,9.85590778097983
"117","California","Imperial",2014,26.8401253918495,47.0689655172414,2.78056426332288,7.9717868338558
"118","California","Imperial",2015,25.7388888888889,48.4027777777778,2.68055555555556,8.12777777777778
"119","California","Imperial",2016,33.6593406593407,43.021978021978,2.31868131868132,10.8021978021978
"120","California","Kern",2000,46.0357142857143,23.4285714285714,8.64285714285714,17.6785714285714
"121","California","Kern",2001,54.05,32.825,8.6875,15.5125
"122","California","Los Angeles",2000,53.7435714285714,31.91,8.39928571428571,18.2435714285714
"123","California","Los Angeles",2001,52.7039868924085,31.8913162206445,9.399235390497,17.5122883670126
"124","California","Los Angeles",2002,48.0121951219512,32.9639953542393,8.22938443670151,16.2340301974448
"125","California","Los Angeles",2003,48.265261627907,34.3488372093023,6.1031976744186,15.4774709302326
"126","California","Los Angeles",2004,43.5805739514349,37.7041942604857,8.91169977924945,11.7468727005151
"127","California","Los Angeles",2005,37.6542185338866,32.1977869986169,7.7268326417704,10.3118948824343
"128","California","Los Angeles",2006,37.5628070175439,32.8231578947368,5.67438596491228,9.70175438596491
"129","California","Los Angeles",2007,37.4111747851003,33.0938395415473,5.30730659025788,8.64756446991404
"130","California","Los Angeles",2008,37.1042253521127,35.0028169014085,4.56619718309859,7.95985915492958
"131","California","Los Angeles",2009,35.241145440844,32.975131876413,3.42200452147702,8.61567445365486
"132","California","Los Angeles",2010,33.5008818342152,31.3550852439741,2.94591416813639,7.07113462669018
"133","California","Los Angeles",2011,32.5181695827725,31.2005383580081,2.30888290713324,7.24091520861373
"134","California","Los Angeles",2012,33.3621973929236,31.1601489757914,1.83798882681564,8.93761638733706
"135","California","Los Angeles",2013,30.2219069239501,36.2746878547106,1.45402951191827,7.45629965947787
"136","California","Los Angeles",2014,32.088,38.8306666666667,1.516,7.95533333333333
"137","California","Los Angeles",2015,31.8550847457627,39.6805084745763,1.55593220338983,6.80254237288136
"138","California","Orange",2000,33.6120218579235,33,5.46448087431694,14.2377049180328
"139","California","Orange",2001,28.1603498542274,34.8775510204082,4.3469387755102,10.5918367346939
"140","California","Orange",2002,30.8567415730337,35.9297752808989,5.49157303370786,9.75280898876404
"141","California","Orange",2003,30.5014164305949,43.9093484419263,3.90084985835694,9.90651558073654
"142","California","Orange",2004,28.9475218658892,39.5451895043732,4.76093294460641,8.81049562682216
"143","California","Orange",2005,24.0996978851964,35.6797583081571,4.12990936555891,5.89425981873112
"144","California","Orange",2006,25.6045845272206,33.730659025788,4.15186246418338,6.12320916905444
"145","California","Orange",2007,24.5055865921788,33.7653631284916,2.91061452513966,5.65921787709497
"146","California","Orange",2008,24.9205479452055,37.2904109589041,3.33424657534247,6
"147","California","Orange",2009,23.6842105263158,35.2299168975069,2.77285318559557,5.21052631578947
"148","California","Orange",2010,21.3021978021978,32.6236263736264,1.41758241758242,4.52747252747253
"149","California","Orange",2011,20.8965517241379,31.2528735632184,0.925287356321839,4.67241379310345
"150","California","Orange",2012,18.7801204819277,33.671686746988,0.268072289156627,3.43373493975904
"151","California","Orange",2013,21.0226537216828,38.5663430420712,0.537216828478964,4.93527508090615
"152","California","Orange",2014,20.8929577464789,40.287323943662,0.636619718309859,4.33521126760563
"153","California","Orange",2015,20.9565217391304,42.2173913043478,0.28695652173913,4.73623188405797
"154","California","Riverside",2000,37.0178571428571,49.3214285714286,4.38988095238095,15.1428571428571
"155","California","Riverside",2001,39.7287671232877,52.2,3.5013698630137,13.8191780821918
"156","California","Riverside",2002,36.790273556231,60.0547112462006,0.948328267477204,14.048632218845
"157","California","Riverside",2003,36.4819944598338,62.4515235457064,5.51523545706371,12.9501385041551
"158","California","Riverside",2004,32.8913043478261,55.888198757764,7.35093167701863,12.9565217391304
"159","California","Riverside",2005,35.1736694677871,56.7591036414566,7.62745098039216,9.35574229691877
"160","California","Riverside",2006,33.3808219178082,54.4767123287671,3.06849315068493,10.0904109589041
"161","California","Riverside",2007,34.3177570093458,46.1619937694704,3.26479750778816,11.0529595015576
"162","California","Riverside",2008,33.1530054644809,59.5109289617486,1.98907103825137,7.6448087431694
"163","California","Riverside",2009,29.9462686567164,51.4,3.08955223880597,6.77611940298507
"164","California","Riverside",2010,28.8014440433213,56,2.28880866425993,7.29963898916967
"165","California","Riverside",2011,28.5762273901809,54.5598621877692,0.660637381567614,6.47200689061154
"166","California","Riverside",2012,27.0355871886121,51.6014234875445,0.277580071174377,6.33096085409253
"167","California","Riverside",2013,26.9907264296754,54.4064914992272,0.301391035548686,7.01391035548686
"168","California","Riverside",2014,26.5580110497238,63.6823204419889,0.477900552486188,6.5621546961326
"169","California","Riverside",2015,26.6005586592179,61.5502793296089,0.175977653631285,5.90921787709497
"170","California","Sacramento",2000,26.4932038834951,37.6388349514563,8.6621359223301,9.78058252427184
"171","California","Sacramento",2001,27.3363095238095,41.8229166666667,6.59523809523809,9.62946428571429
"172","California","Sacramento",2002,28.2213622291022,48.9860681114551,3.95975232198142,9.87770897832817
"173","California","Sacramento",2003,28.3001912045889,36.8738049713193,3.92351816443595,9.79349904397706
"174","California","Sacramento",2004,25.5821205821206,38.3617463617464,2.68607068607069,8.06029106029106
"175","California","Sacramento",2005,22.453717754173,34.7238239757208,2.51593323216995,8.94688922610015
"176","California","Sacramento",2006,23.9593908629442,42.010152284264,2.65143824027073,8.20812182741117
"177","California","Sacramento",2007,25.8055077452668,37.3166953528399,2.1566265060241,7.60413080895009
"178","California","Sacramento",2008,22.8862815884477,35.7346570397112,1.68772563176895,7.11371841155235
"179","California","Sacramento",2009,20.1569444444444,38.5972222222222,1.28611111111111,6.66527777777778
"180","California","Sacramento",2010,17.6686930091185,35.7158054711246,0.59726443768997,4.790273556231
"181","California","Sacramento",2011,17.3571428571429,35.0914285714286,0.42,5.12571428571429
"182","California","Sacramento",2012,16.6979865771812,41.8959731543624,0.365771812080537,4.78523489932886
"183","California","Sacramento",2013,16.9233576642336,42.3649635036496,0.58029197080292,6.24087591240876
"184","California","Sacramento",2014,14.0858725761773,43.2382271468144,0.869806094182826,4.71191135734072
"185","California","Sacramento",2015,16.1260744985673,40.2492836676218,2.63037249283668,4.94842406876791
"186","California","Sacramento",2016,19.7857142857143,24.4642857142857,3.75,7.53571428571429
"187","California","San Bernardino",2000,42.5431034482759,51.1551724137931,4.66954022988506,7.54597701149425
"188","California","San Bernardino",2001,42.1218130311615,49.0481586402266,4.69121813031161,7.96883852691218
"189","California","San Bernardino",2002,42.1322314049587,53.8898071625344,4.62258953168044,7.65289256198347
"190","California","San Bernardino",2003,40.7303370786517,53.0730337078652,4.00561797752809,6.78932584269663
"191","California","San Bernardino",2004,39.8126721763085,46.2203856749311,3.51790633608815,6.59504132231405
"192","California","San Bernardino",2005,37.085635359116,49.853591160221,3.47237569060773,6.16022099447514
"193","California","San Bernardino",2006,37.9835164835165,48.0769230769231,3.86263736263736,6.02197802197802
"194","California","San Bernardino",2007,35.5150684931507,48.1342465753425,2.97534246575342,4.63013698630137
"195","California","San Bernardino",2008,35.4086471408647,54.2050209205021,2.90516039051604,5.721059972106
"196","California","San Bernardino",2009,34.7037037037037,51.5720164609054,2.13305898491084,5.59807956104252
"197","California","San Bernardino",2010,34.4355108877722,43.9497487437186,2.3500837520938,5.52596314907873
"198","California","San Bernardino",2011,33.5773195876289,46.1340206185567,2.17378497790869,5.40353460972018
"199","California","San Bernardino",2012,31.1740947075209,55.591922005571,1.49721448467967,4.36490250696379
"200","California","San Bernardino",2013,31.7488921713442,63.3485967503693,1.14623338257016,4.27769571639586
"201","California","San Bernardino",2014,30.5922190201729,59.9394812680115,1.00720461095101,4.25648414985591
"202","California","San Bernardino",2015,27.8255977496484,59.295358649789,2.50492264416315,4.88466947960619
"203","California","San Bernardino",2016,25.875,38.6136363636364,0.420454545454545,6.30681818181818
"204","California","San Diego",2000,35.1923076923077,30.2429643527204,10.3330206378987,16.0497185741088
"205","California","San Diego",2001,34.140625,34.07421875,10.5087890625,13.93359375
"206","California","San Diego",2002,35.6916666666667,34.6537037037037,8.61759259259259,13.1231481481481
"207","California","San Diego",2003,35.0993500464253,31.0102135561746,8.17734447539461,13.4261838440111
"208","California","San Diego",2004,33.8846863468635,34.3828413284133,10.3090405904059,13.1540590405904
"209","California","San Diego",2005,34.3167464114833,33.333014354067,8.61244019138756,12.5014354066986
"210","California","San Diego",2006,35.1955098222638,34.8334892422825,8.63985032740879,11.6286248830683
"211","California","San Diego",2007,32.395572666025,35.5640038498556,6.44658325312801,10.8594802694899
"212","California","San Diego",2008,33.6267056530214,35.2134502923977,5.99415204678363,10.692007797271
"213","California","San Diego",2009,30.47605893186,33.6510128913444,5.81399631675875,9.66574585635359
"214","California","San Diego",2010,29.7493403693931,31.0184696569921,1.92084432717678,9.2532981530343
"215","California","San Diego",2011,23.0110497237569,35.7458563535912,0.808471454880295,6.43830570902394
"216","California","San Diego",2012,20.3743016759777,37.4441340782123,0.00837988826815642,5.2122905027933
"217","California","San Diego",2013,20.1540697674419,40.7936046511628,0.00581395348837209,5.09302325581395
"218","California","San Diego",2014,23.3558558558559,39.3198198198198,0.00900900900900901,5.55855855855856
"219","California","San Diego",2015,19.0674486803519,39.5454545454545,0.0146627565982405,4.48093841642229
"220","California","San Francisco",2000,30.3573407202216,19.5013850415512,6.06371191135734,11.2049861495845
"221","California","San Francisco",2001,29.6043956043956,21.5054945054945,5.72802197802198,10.7664835164835
"222","California","San Francisco",2002,28.4550561797753,22.6544943820225,5.85112359550562,10.4747191011236
"223","California","San Francisco",2003,28.5260273972603,22.586301369863,6.06027397260274,9.63561643835616
"224","California","San Francisco",2004,24.9520295202952,22.719557195572,6.40405904059041,6.50184501845018
"225","California","San Francisco",2005,23.8090737240076,23.3724007561437,4.46880907372401,5.65217391304348
"226","California","San Francisco",2006,27.9342465753425,23.5835616438356,5.24657534246575,7.83561643835616
"227","California","San Francisco",2007,26.489010989011,22.9148351648352,3.78846153846154,6.74725274725275
"228","California","San Francisco",2008,27.0712328767123,24.3041095890411,4.03013698630137,6.60547945205479
"229","California","Santa Barbara",2000,11.0145631067961,35.3841886269071,1.60124826629681,3.74618585298197
"230","California","Santa Barbara",2001,10.6923625981442,34.5317630264097,1.97430406852248,3.99500356887937
"231","California","Santa Barbara",2002,9.69605734767025,37.4487455197133,1.81648745519713,3.65089605734767
"232","California","Santa Barbara",2003,10.3382768361582,36.2069209039548,2.02754237288136,3.81426553672316
"233","California","Santa Barbara",2004,9.92022792022792,36.3831908831909,1.59900284900285,3.66310541310541
"234","California","Santa Barbara",2005,8.97180192572215,34.9119669876204,1.37620357634113,2.83493810178817
"235","California","Santa Barbara",2006,8.87491408934708,36.2577319587629,1.38694158075601,1.92783505154639
"236","California","Santa Barbara",2007,8.84848484848485,36.4442148760331,1.35812672176309,3.03099173553719
"237","California","Santa Barbara",2008,8.11333794056669,35.7926744989634,1.71596406357982,3.1209398756047
"238","California","Santa Barbara",2009,6.28535353535354,34.0942760942761,1.79713804713805,2.07323232323232
"239","California","Santa Barbara",2010,5.03021978021978,34.5,1.82967032967033,1.50824175824176
"240","California","Santa Barbara",2011,5.18901303538175,33.4115456238361,2.2122905027933,2.30167597765363
"241","California","Santa Barbara",2012,4.63804247460757,34.7746999076639,2.90489381348107,2.17820867959372
"242","California","Santa Barbara",2013,4.79082568807339,36.3559633027523,2.81009174311927,2.14862385321101
"243","California","Santa Barbara",2014,3.85661764705882,37.4347426470588,1.91819852941176,2.23988970588235
"244","California","Santa Barbara",2015,4.22357343311506,37.6286248830683,1.07015902712816,2.56594948550047
"245","California","Santa Barbara",2016,4.98086124401914,38.1531100478469,1.00956937799043,2.02392344497608
"246","California","Santa Clara",2009,23.2920634920635,24.9333333333333,0.774603174603175,5.88888888888889
"247","California","Santa Clara",2010,23.1152263374486,27.2304526748971,0.989711934156379,5.61316872427984
"248","California","Santa Clara",2011,20.6316526610644,27.3235294117647,1.77871148459384,5.6078431372549
"249","California","Santa Clara",2012,19.5096418732782,27.9490358126722,1.63774104683196,5.47933884297521
"250","California","Santa Clara",2013,20.8308115543329,27.60522696011,0.888583218707015,6.13892709766162
"251","California","Santa Clara",2014,22.0767123287671,30.5068493150685,0.208219178082192,5.68493150684932
"252","California","Santa Clara",2015,21.8950276243094,32.2403314917127,0.262430939226519,6.01381215469613
"253","California","Santa Clara",2016,23.3553719008264,30.4545454545455,0.190082644628099,6.01652892561984
"254","California","Santa Cruz",2000,10.6857142857143,26.9971428571429,2.62857142857143,3.68857142857143
"255","California","Santa Cruz",2001,10.6436464088398,27.585635359116,4.19889502762431,4.35635359116022
"256","California","Santa Cruz",2002,11.2869822485207,28.3639053254438,3.85502958579882,5.42011834319527
"257","California","Santa Cruz",2003,9.56537102473498,27.5971731448763,3.68551236749117,4.88339222614841
"258","California","Santa Cruz",2004,10.2980769230769,27.8333333333333,2.92307692307692,4.82051282051282
"259","California","Santa Cruz",2005,9.51796407185629,27.6826347305389,3.01796407185629,5.15269461077844
"260","California","Santa Cruz",2006,9.63611111111111,29.2472222222222,3.40833333333333,5.71666666666667
"261","California","Santa Cruz",2007,9.66575342465753,27.1041095890411,3.10958904109589,5.14520547945205
"262","California","Santa Cruz",2008,8.65289256198347,29.3994490358127,3.58953168044077,3.99173553719008
"263","California","Santa Cruz",2009,4.01831501831502,28.7619047619048,2.36263736263736,4.22710622710623
"264","California","Solano",2000,22.6593406593407,21.1236263736264,4.60989010989011,11.9505494505495
"265","California","Solano",2001,22.0974930362117,25.883008356546,3.79387186629526,9.79108635097493
"266","California","Solano",2002,22.0054945054945,27.6593406593407,4.27747252747253,10.2994505494505
"267","California","Solano",2003,21.0441988950276,27.0359116022099,3.80662983425414,8.85082872928177
"268","California","Solano",2004,20.4918032786885,25.516393442623,4.16120218579235,8.53005464480874
"269","California","Solano",2005,18.5780346820809,25.0173410404624,3.48843930635838,7.77167630057803
"270","California","Solano",2006,20.8493150684932,26.4739726027397,3.66027397260274,8.5945205479452
"271","California","Solano",2007,16.79375,28.859375,4.6625,5.8734375
"272","California","Solano",2008,16.8271604938272,31.3223593964335,4.72565157750343,5.25925925925926
"273","California","Solano",2009,18.024861878453,26.7872928176796,2.46132596685083,6.27624309392265
"274","California","Solano",2010,17.9720670391061,27.7905027932961,1.67597765363128,5.73743016759777
"275","California","Solano",2011,18.7561643835616,27.0630136986301,1.35890410958904,7.18082191780822
"276","California","Solano",2012,17.3633879781421,27.9398907103825,1.04644808743169,6.44808743169399
"277","California","Solano",2013,18.6931506849315,30.1945205479452,0.895890410958904,6.62191780821918
"278","California","Solano",2014,15.9808219178082,31.5616438356164,1.18356164383562,5.63835616438356
"279","California","Solano",2015,15.9862258953168,31.6225895316804,0.887052341597796,6.51239669421488
"280","California","Solano",2016,17.8512396694215,31.5454545454545,0.950413223140496,6.80165289256198
"281","California","Ventura",2000,23.6556473829201,30.8539944903581,5.46556473829201,4.40771349862259
"282","California","Ventura",2001,21.8939393939394,33.9151515151515,9.92121212121212,3.81818181818182
"283","California","Ventura",2002,19.2746268656716,34.5671641791045,1.51940298507463,4.16119402985075
"284","California","Ventura",2003,21.9260450160772,33.096463022508,1.29903536977492,7.92604501607717
"285","California","Ventura",2004,24.2297297297297,30.7432432432432,0.635135135135135,6
"286","Colorado","Adams",2000,32.7534246575342,27.5534246575342,21.5095890410959,11.558904109589
"287","Colorado","Adams",2001,48.0311526479751,27.1183800623053,23.98753894081,11.9252336448598
"288","Colorado","Adams",2002,37.9117647058824,33.1029411764706,22.4154411764706,9.52573529411765
"289","Colorado","Adams",2003,40.9147540983607,31.5377049180328,19.2032786885246,10.2327868852459
"290","Colorado","Adams",2004,39.8862973760933,27.0845481049563,15.6413994169096,10.6122448979592
"291","Colorado","Adams",2005,40.7142857142857,34.7410714285714,12.5119047619048,9.35119047619048
"292","Colorado","Adams",2006,39.8273615635179,34.1009771986971,11.3550488599349,8.99674267100977
"293","Colorado","Adams",2007,40.8923512747875,37.4900849858357,10.5127478753541,8.3314447592068
"294","Colorado","Adams",2008,36.7315634218289,39.929203539823,10.4336283185841,7.02064896755162
"295","Colorado","Adams",2009,30.61875,38.8,10.121875,6.515625
"296","Colorado","Adams",2010,31.2358490566038,32.6084905660377,7.59433962264151,6.67924528301887
"297","Colorado","Adams",2011,36.062893081761,42.0660377358491,8.85534591194969,5.76729559748428
"298","Colorado","Adams",2012,37.6325878594249,37.4249201277955,6.55271565495208,6.20127795527157
"299","Colorado","Adams",2013,33.8879551820728,47.7226890756302,8.29131652661064,6.18487394957983
"300","Colorado","Adams",2014,35.5697674418605,42.7558139534884,6.01453488372093,6.1453488372093
"301","Colorado","Adams",2015,34.4346590909091,41.5426136363636,5.12784090909091,7.12784090909091
"302","Colorado","Adams",2016,39.7977528089888,32.6741573033708,3.53932584269663,8.19101123595506
"303","Colorado","Denver",2005,46.3502824858757,21.6440677966102,15.5480225988701,11.8305084745763
